id_estacion,nombre_calle,lat,lon,altitud,direccion,cruce_calles,codigo_postal,index_right,codigo_distrito,nombre_distrito
1,"GRAN VIA CORTS CATALANES, 760",41.3979779,2.1801069,16.0,"GRAN VIA CORTS CATALANES, 760",02-Eixample/05-el Fort Pienc,8013.0,2,02,Eixample
2,"C/ ROGER DE FLOR, 126",41.3954877,2.1771985,17.0,"C/ ROGER DE FLOR, 126",02-Eixample/05-el Fort Pienc,8013.0,2,02,Eixample
3," C/ NÀPOLS, 82",41.3941557,2.1813305,11.0,"C/ NÀPOLS, 82",02-Eixample/05-el Fort Pienc,8013.0,2,02,Eixample
4,"C/ RIBES, 13",41.3933173,2.1812483,8.0,"C/ RIBES, 13",02-Eixample/05-el Fort Pienc,8013.0,2,02,Eixample
5,"PG. LLUIS COMPANYS, 11 (ARC TRIOMF)",41.3911035,2.1801763,7.0,"PG. LLUIS COMPANYS, 11 (ARC TRIOMF)","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8018.0,1,01,Ciutat Vella
6,"PG. LLUIS COMPANYS, 18 (ARC TRIOMF)",41.3914292,2.1805685,10.0,"PG. LLUIS COMPANYS, 18  (ARC TRIOMF)","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8018.0,1,01,Ciutat Vella
7,"PG. PUJADES,  1 (JUTJATS)",41.388885,2.18329,6.0,"PG. PUJADES,  1 (JUTJATS)","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003.0,1,01,Ciutat Vella
8,"PG. PUJADES, 2",41.389135,2.183489,6.0,"PG. PUJADES, 2","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003.0,1,01,Ciutat Vella
9,"AV. MARQUÉS DE L'ARGENTERA,13",41.384546,2.184922,5.0,"AV. MARQUÉS DE L'ARGENTERA,13","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003.0,1,01,Ciutat Vella
10,"C/ 60, NÚMERO 25",41.3467746,2.1436235,,"C/ 60, NÚMERO 25",03-Sants-Montjuïc/12-la Marina del Prat Vermell,8040.0,3,03,Sants-Montjuïc
11,"PG. MARITIM, 11 (DAVANT PL. BRUGADA)",41.382398,2.194294,,"PG. MARITIM, 11 (DAVANT PL. BRUGADA)",01-CiutatVella/03-la Barceloneta,8003.0,1,01,Ciutat Vella
12,"PG. MARITIM, 23 (HOSPITAL DEL MAR)",41.3833653,2.1946255,7.0,"PG. MARITIM, 23 (HOSPITAL DEL MAR)",01-CiutatVella/03-la Barceloneta,8003.0,1,01,Ciutat Vella
13,"C/ MARINA, 25-33",41.388143,2.195551,7.0,"C/ MARINA, 25-33",01-CiutatVella/67-la Vila Olímpica del Poblenou,8005.0,10,10,Sant Martí
14,"AV. MARQUÉS DE  L'ARGENTERA, 15",41.384844,2.185085,5.0,"AV. MARQUÉS DE  L'ARGENTERA, 15","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003.0,1,01,Ciutat Vella
15,"C/ DIPUTACIÓ, 272",41.3916117009235,2.16890319787512,25.0,"C/ DIPUTACIÓ, 272",02-Eixample/07-la Dreta de l'Eixample,8009.0,2,02,Eixample
17,"AV. MERIDIANA, 47 (D)",41.3982615,2.1866517,14.0,"AV. MERIDIANA, 47 (D)",02-Eixample/66-el Parc i la Llacuna del Poblenou,8013.0,2,02,Eixample
18,"C/ ROSSELLÓ, 453",41.4060589,2.1740472,38.0,"C/ ROSSELLÓ, 453",02-Eixample/06-la Sagrada Família,8025.0,2,02,Eixample
19,"C/ ROSSELLÓ, 354",41.4031491,2.1707947,40.0,"C/ ROSSELLÓ, 354",02-Eixample/06-la Sagrada Família,8025.0,2,02,Eixample
20,"C/ CARTAGENA, 308",41.410314,2.1757334,46.0,"C/ CARTAGENA, 308",02-Eixample/06-la Sagrada Família,8025.0,2,02,Eixample
21,"C/ SANT ANTONI MARIA CLARET, 214",41.4108439,2.1740575,52.0," C/ SANT ANTONI MARIA CLARET, 214   ",02-Eixample/06-la Sagrada Família,8025.0,2,02,Eixample
22,"C/ SARDENYA, 292",41.4016969,2.175767,28.0,"C/ SARDENYA, 292",02-Eixample/06-la Sagrada Família,8013.0,2,02,Eixample
23,"C/ BRUC, 45",41.3924661,2.1717397,21.0,"C/ BRUC, 45",02-Eixample/07-la Dreta de l'Eixample,8010.0,2,02,Eixample
24,"C/ MARINA, 199",41.4005784,2.1788855,23.0,"C/ MARINA, 199",02-Eixample/05-el Fort Pienc,8013.0,2,02,Eixample
25,"C/ BRUC, 102",41.3954041,2.1681961,29.0,"C/ BRUC, 102",02-Eixample/07-la Dreta de l'Eixample,8009.0,2,02,Eixample
26,"C/ DOS DE MAIG, 230-232",41.4071692,2.1820722,22.0,"C/ DOS DE MAIG, 230-232",10-SantMartí/64-el Camp de l'Arpa del Clot,8013.0,10,10,Sant Martí
27,"C/ PROVENÇA, 322",41.3967524,2.1646338,38.0,"C/ PROVENÇA, 322",02-Eixample/07-la Dreta de l'Eixample,8037.0,2,02,Eixample
28,"C/ SARDENYA, 362",41.4055143,2.1706498,46.0,"C/ SARDENYA, 362",02-Eixample/06-la Sagrada Família,8025.0,2,02,Eixample
29,"C/ PROVENÇA, 388-390",41.401061,2.169941,34.0,"C/ PROVENÇA, 388-390",02-Eixample/07-la Dreta de l'Eixample,8025.0,2,02,Eixample
30,"C/ CASTILLEJOS, 184",41.4021805,2.1829894,13.0,"C/ CASTILLEJOS, 184",02-Eixample/05-el Fort Pienc,8013.0,2,02,Eixample
31,PL. DEL MAR,41.3748001,2.1889045,4.0,PL. DEL MAR,01-CiutatVella/03-la Barceloneta,8003.0,1,01,Ciutat Vella
32,LA BARCELONETA (CN BARCELONETA),41.3736911,2.188928,4.0,LA BARCELONETA (CN BARCELONETA),01-CiutatVella/03-la Barceloneta,8003.0,1,01,Ciutat Vella
33,"C/ PONTEVEDRA, 58B | C/ JUDICI",41.37686,2.19067,4.0,"C/ PONTEVEDRA, 58B | C/ JUDICI",01-CiutatVella/03-la Barceloneta,8003.0,1,01,Ciutat Vella
34,"C/ SANT PERE MÉS ALT, 4",41.3871079,2.1753364,9.0,"C/ SANT PERE MÉS ALT, 4","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003.0,1,01,Ciutat Vella
35,"C/ SANT RAMON DE PENYAFORT, 1",41.4134833,2.2206913,5.0,"C/ SANT RAMON DE PENYAFORT, 1",10-SantMartí/70-el Besòs i el Maresme,8930.0,10,10,Sant Martí
36,"AV. DE LA CATEDRAL, 6",41.3850616,2.1766834,8.0,"AV. DE LA CATEDRAL, 6",01-CiutatVella/02-el Barri Gòtic,8002.0,1,01,Ciutat Vella
37,PG. DE COLOM - VIA LAIETANA,41.380624,2.1820675,4.0,PG. DE COLOM - VIA LAIETANA,"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8002.0,1,01,Ciutat Vella
39,PL. PAU VILA (D),41.381046,2.186576,4.0,PL. PAU VILA (D),01-CiutatVella/03-la Barceloneta,8039.0,1,01,Ciutat Vella
40,"C/ DOCTOR AIGUADER, 2",41.382335,2.187093,6.0,"C/ DOCTOR AIGUADER, 2",01-CiutatVella/03-la Barceloneta,8039.0,1,01,Ciutat Vella
41,PL. POETA BOSCÀ | C/ ATLÀNTIDA,41.379326,2.189906,5.0,PL. POETA BOSCÀ | C/ ATLÀNTIDA,01-CiutatVella/03-la Barceloneta,8003.0,1,01,Ciutat Vella
42,"C/ CIUTAT DE GRANADA, 168| AV.DIAGONAL   ",41.4044068884896,2.18991788037394,,"C/ CIUTAT DE GRANADA, 165 | AV.DIAGONAL ",10-SantMartí/66-el Parc i la Llacuna del Poblenou,8018.0,10,10,Sant Martí
43,"C/ CLOT, 1",41.4063864,2.1874404,13.0,"C/ CLOT, 1",10-SantMartí/65-el Clot,8018.0,10,10,Sant Martí
44,"DIAGONAL MAR-AV. MERIDIANA, 71",41.4014737309554,2.1867650955646,,"DIAGONAL MAR-AV. MERIDIANA, 71",02-Eixample/05-el Fort Pienc,8018.0,2,02,Eixample
45,"C/ SARDENYA, 66",41.391466,2.189371,5.0,"C/ SARDENYA, 66",10-SantMartí/67-la Vila Olímpica del Poblenou,8005.0,10,10,Sant Martí
46,"C/ VILLENA, 1",41.3886065969256,2.19219450845947,7.0,"C/ VILLENA, 1",10-SantMartí/67-la Vila Olímpica del Poblenou,8005.0,10,10,Sant Martí
47,"C/ RAMON TRIAS FARGAS, 21",41.3902194,2.1904003,5.0,"C/ RAMON TRIAS FARGAS, 21",10-SantMartí/67-la Vila Olímpica del Poblenou,8005.0,10,10,Sant Martí
48,"AV. MERIDIANA, 40",41.3960652,2.1871959,11.0,"AV. MERIDIANA, 40",10-SantMartí/66-el Parc i la Llacuna del Poblenou,8018.0,10,10,Sant Martí
49,"C/ ROSA SENSAT, 20",41.3910756,2.1965766,5.0,"C/ ROSA SENSAT, 20",10-SantMartí/67-la Vila Olímpica del Poblenou,8005.0,10,10,Sant Martí
50,"AV. PARAL.LEL, 54",41.3751145,2.1709386,8.0,"AV. PARAL.LEL, 54",01-CiutatVella/01-el Raval,8004.0,1,01,Ciutat Vella
51,PL. VICENÇ MARTORELL,41.3842634,2.1692556,12.0,PL. VICENÇ MARTORELL,01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
52,"PL. SANT MIQUEL, 4",41.381708,2.177292,11.0,"PL. SANT MIQUEL, 4",01-CiutatVella/02-el Barri Gòtic,8002.0,1,01,Ciutat Vella
53,PL. CARLES PI I SUNYER,41.385086,2.174016,10.0,PL. CARLES PI I SUNYER,01-CiutatVella/02-el Barri Gòtic,8002.0,1,01,Ciutat Vella
54,"C/ SANT OLEGUER, 2",41.3775319,2.1707321,6.0,"C/ SANT OLEGUER, 2",01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
55,"LA RAMBLA, 56",41.380195,2.1744801,7.38,"LA RAMBLA, 56",01-CiutatVella/02-el Barri Gòtic,8002.0,1,01,Ciutat Vella
56,"PORTAL DE SANTA MADRONA, 2-4",41.3770715,2.1758261,5.0,"PORTAL DE SANTA MADRONA, 2-4",01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
57,"LA RAMBLA, 1",41.376326,2.176971,4.0,"LA RAMBLA, 1",01-CiutatVella/02-el Barri Gòtic,8002.0,1,01,Ciutat Vella
58,"C/ VALLDONZELLA, 2",41.3845757386794,2.16626169311522,,"C/ VALLDONZELLA, 2",01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
59,"C/ AGUSTÍ DURAN I SANPERE, 1",41.3813815397747,2.16807754829512,,"C/ AGUSTÍ DURAN I SANPERE, 1",01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
60,"RBLA. CATALUNYA, 47",41.3902625,2.164035,27.0,"RBLA. CATALUNYA, 47",02-Eixample/07-la Dreta de l'Eixample,8007.0,2,02,Eixample
61,"C/ ARAGÓ, 288",41.39352,2.166797,26.0,"C/ ARAGÓ, 288",02-Eixample/07-la Dreta de l'Eixample,8009.0,2,02,Eixample
62,"PL. CATALUNYA, 5",41.387235,2.168819,19.0,"PL. CATALUNYA, 5",02-Eixample/07-la Dreta de l'Eixample,8002.0,2,02,Eixample
63,"PL. CATALUNYA, 7",41.386543,2.169427,19.0,"PL. CATALUNYA, 7",02-Eixample/07-la Dreta de l'Eixample,8002.0,2,02,Eixample
64,"PL. CATALUNYA, 10-11 (LA RAMBLA)",41.387493,2.1690686,21.0,"PL. CATALUNYA, 10-11 (LA RAMBLA)",02-Eixample/07-la Dreta de l'Eixample,8002.0,2,02,Eixample
65,"PL. CATALUNYA, 10-11 (PG. DE GRÀCIA)",41.387696,2.1696543,20.0,"PL. CATALUNYA, 10-11 (PG. DE GRÀCIA)",02-Eixample/07-la Dreta de l'Eixample,8002.0,2,02,Eixample
66,"GRAN VIA DE LES CORTS CATALANES, 609",41.3893222,2.1678388,23.0,"GRAN VIA DE LES CORTS CATALANES, 609",02-Eixample/07-la Dreta de l'Eixample,8007.0,2,02,Eixample
67,"C/ ROCAFORT, 214 | C/ ROSSELLÓ",41.3852864,2.1454802,37.0,"C/ ROCAFORT, 214 | C/ ROSSELLÓ",02-Eixample/09-la Nova Esquerra de l'Eixample,8029.0,2,02,Eixample
68,"RAMBLA CATALUNYA, 133 /  CÒRSEGA",41.3953894,2.1572953,44.0,"RAMBLA CATALUNYA, 133 /  CÒRSEGA",02-Eixample/07-la Dreta de l'Eixample,8008.0,2,02,Eixample
69,"CARRER DE LA MARINA,25-33",41.388507,2.195073,7.0,"CARRER DE LA MARINA,25-33",01-CiutatVella/67-la Vila Olímpica del Poblenou,8005.0,10,10,Sant Martí
70,"C/ COMTE URGELL, 23",41.380393,2.1606506,15.0,"C/ COMTE URGELL, 23",02-Eixample/10-Sant Antoni,8011.0,2,02,Eixample
71,"C/ FLORIDABLANCA, 145",41.3819459,2.1629146,16.0,"C/ FLORIDABLANCA, 145",02-Eixample/10-Sant Antoni,8011.0,2,02,Eixample
72,"ALDI Rossello C/ PROVENÇA, 215",41.3927771,2.1586273,37.0,"ALDI Rossello C/ PROVENÇA, 215",02-Eixample/07-la Dreta de l'Eixample,8008.0,2,02,Eixample
73,"C/ ENRIC GRANADOS, 93",41.392135,2.1563542,39.0,"C/ ENRIC GRANADOS, 93",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8008.0,2,02,Eixample
74,"AV. JOSEP TARRADELLAS, 133",41.3900085,2.1432105,47.0,"AV. JOSEP TARRADELLAS, 133",02-Eixample/19-les Corts,8029.0,4,04,Les Corts
75,"AV. JOSEP TARRADELLAS, 58",41.385004,2.1429115,40.0,"AV. JOSEP TARRADELLAS, 58",02-Eixample/09-la Nova Esquerra de l'Eixample,8029.0,2,02,Eixample
76,"C/ CÒRSEGA, 216",41.3917666,2.1532163,40.0,"C/ CÒRSEGA, 216",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8036.0,2,02,Eixample
77,"AV. FRANCESC CAMBÓ, 10",41.3855644,2.1773214,8.0,"AV. FRANCESC CAMBÓ, 10","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003.0,1,01,Ciutat Vella
78,PL. UNIVERSITAT /  ARIBAU,41.3856474,2.1634306,21.0,PL. UNIVERSITAT /  ARIBAU,02-Eixample/10-Sant Antoni,8011.0,2,02,Eixample
79, PL.  UNIVERSITAT,41.385503,2.1634768,21.0,PL. UNIVERSITAT,02-Eixample/10-Sant Antoni,8007.0,2,02,Eixample
80,"C/ ENRIC  GRANADOS, 35",41.389668,2.1599078,31.0,"C/ ENRIC  GRANADOS, 35",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8007.0,2,02,Eixample
81,"C/ VILAMARÍ,  61",41.3790718,2.1490553,24.0,"C/ VILAMARÍ,  61",02-Eixample/09-la Nova Esquerra de l'Eixample,8015.0,2,02,Eixample
82,"C/ CALÀBRIA, 112",41.3803180599865,2.1544371248114,20.0,"C/ CALÀBRIA, 112",02-Eixample/09-la Nova Esquerra de l'Eixample,8015.0,2,02,Eixample
83,"C/ CALABRIA, 158",41.3821658,2.1520645,25.0,"C/ CALABRIA, 158",02-Eixample/09-la Nova Esquerra de l'Eixample,8015.0,2,02,Eixample
84,C/ DEL COMTE D'URGELL 75 B,41.3830299,2.1571646,20.0,"C/ DEL COMTE D'URGELL, 75 B",02-Eixample/09-la Nova Esquerra de l'Eixample,8011.0,2,02,Eixample
85,"AV. PARAL·LEL, 146 BIS",41.3751852,2.1592394,15.0,"AV. PARAL·LEL, 146 BIS",02-Eixample/10-Sant Antoni,8015.0,2,02,Eixample
86,"C/ VILADOMAT,  2",41.3755747,2.1629349,12.0,"C/ VILADOMAT,  2",02-Eixample/10-Sant Antoni,8015.0,2,02,Eixample
87,"C/ ROCAFORT, 187",41.3832398303536,2.14791630141962,,"C/ ROCAFORT, 187",02-Eixample/09-la Nova Esquerra de l'Eixample,8029.0,2,02,Eixample
88,"C/ LONDRES, 101-103",41.3936144,2.1507739,45.0,"C/ LONDRES, 101-103",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8036.0,2,02,Eixample
89,"C/ ROSSELLÓ,  101",41.3871904,2.149131,36.0,"C/ ROSSELLÓ,  101",02-Eixample/09-la Nova Esquerra de l'Eixample,8036.0,2,02,Eixample
90,"C/ ROSSELLÓ, 108-110",41.388296,2.150878,36.0,"C/ ROSSELLÓ, 108-110",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8036.0,2,02,Eixample
91,"C/ COMTE D'URGELL, 43",41.3812504,2.1594741,16.0,"C/ COMTE D'URGELL, 43",02-Eixample/10-Sant Antoni,8011.0,2,02,Eixample
92,"C / PROVENÇA, 241",41.3938861,2.1601641,37.0,"C / PROVENÇA, 241",02-Eixample/07-la Dreta de l'Eixample,8008.0,2,02,Eixample
94,"GRAN VIA DE LES CORTS CATALANES,375",41.3757914,2.1499102,26.0,"GRAN  VIA DE LES CORTS CATALANES, 375-385",02-Eixample/10-Sant Antoni,8015.0,2,02,Eixample
95,"C/ TARRAGONA, 103-115",41.3763948,2.1473272,28.0,"C/ TARRAGONA, 103-115",03-Sants-Montjuïc/15-Hostafrancs,8014.0,3,03,Sants-Montjuïc
96,"GRAN VIA DE LES CORTS CATALANES,  368",41.3741093,2.1481993,24.0,"GRAN VIA DE LES CORTS CATALANES, 368",03-Sants-Montjuïc/15-Hostafrancs,8010.0,3,03,Sants-Montjuïc
97,"C/ TARRAGONA, 141",41.3779613,2.1450491,29.0,"C/ TARRAGONA, 141",03-Sants-Montjuïc/15-Hostafrancs,8014.0,3,03,Sants-Montjuïc
98," C/ DOLORS BATLLE I SUNYER, 2",41.380595,2.1407,," C/ DOLORS BATLLE I SUNYER, 2",03-Sants-Montjuïc/18-Sants,8014.0,3,03,Sants-Montjuïc
99,"C/ VIRIAT,  53",41.3808222,2.141539,30.0,"C/ VIRIAT,  53",03-Sants-Montjuïc/18-Sants,8014.0,3,03,Sants-Montjuïc
100,"C/ TARRAGONA,  159-173",41.379363,2.143868,29.0,"C/ TARRAGONA,  159-173",03-Sants-Montjuïc/15-Hostafrancs,8014.0,3,03,Sants-Montjuïc
101,"AV. DIAGONAL, 602",41.392878,2.143411,53.0,"AV. DIAGONAL, 602",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021.0,5,05,Sarrià-Sant Gervasi
102,"AV. DIAGONAL,  612",41.392567,2.1422174,54.0,"AV. DIAGONAL,  612",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021.0,5,05,Sarrià-Sant Gervasi
103,"C/ ARAGÓ, 629",41.410098,2.1884487,16.0,"C/ ARAGÓ, 629",10-SantMartí/65-el Clot,8026.0,10,10,Sant Martí
104,"C/ VALÈNCIA,  621",41.4108005,2.1872438,16.0,"C/ VALÈNCIA, 621",10-SantMartí/65-el Clot,8026.0,10,10,Sant Martí
105,"RDA. DE SANT PERE, 26",41.389492,2.17425,15.0,"RDA. DE SANT PERE, 26",02-Eixample/07-la Dreta de l'Eixample,8010.0,2,02,Eixample
106,"PL JOANIC - C / BRUNIQUER, 59",41.4055198,2.1622548,56.0," PL  JOANIC - C / BRUNIQUER, 59",06-Gràcia/31-la Vila de Gràcia,8024.0,6,06,Gràcia
107,"TRAV. DE GRÀCIA, 92 / VIA AUGUSTA",41.3982304,2.1531031,56.0,"TRAV. DE GRÀCIA, 92 / VIA AUGUSTA",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8006.0,5,05,Sarrià-Sant Gervasi
108,"C / INDÚSTRIA, 10",41.4022081,2.1649035,45.0,"C / INDÚSTRIA, 10",06-Gràcia/32-el Camp d'en Grassot i Gràcia Nova,8037.0,6,06,Gràcia
109,"C/ LONDRES,  53",41.3912605,2.1476308,43.0,"C/ LONDRES,  53",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8036.0,2,02,Eixample
110,"AV. ROMA,  136",41.3852585,2.155089,25.0,"AV. ROMA,  136",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8011.0,2,02,Eixample
111,C/ ARAGÓ 147,41.3847528,2.1546746,21.0,C/ ARAGÓ 147,02-Eixample/09-la Nova Esquerra de l'Eixample,8015.0,2,02,Eixample
112,"C/ FLORIDABLANCA,  49",41.3776721,2.157233,13.0,"C/ FLORIDABLANCA, 49",02-Eixample/10-Sant Antoni,8015.0,2,02,Eixample
113,"RONDA DE SANT PAU , 51",41.3773113,2.1646742,11.0,"RONDA DE SANT PAU, 51",02-Eixample/10-Sant Antoni,8015.0,2,02,Eixample
114,"PL. JEAN GENET,  1",41.376735,2.1740082,5.0,"PL. JEAN GENET,  1",01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
115,"AV. MARQUÉS DE L'ARGENTERA,  3",41.383597,2.184171,4.0,"AV. MARQUÉS DE L'ARGENTERA,  3","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003.0,1,01,Ciutat Vella
116,"C/ DEL DR. AIGUADER, 72 / PG. SALVAT",41.3838369,2.1914756,5.0,"C/ DEL DR. AIGUADER, 72 / PG. SALVAT PAPASSEIT",01-CiutatVella/03-la Barceloneta,8003.0,1,01,Ciutat Vella
117,"C/ ROSA SENSAT, 12",41.3906051,2.1972309,5.0,"C/ ROSA SENSAT, 12",10-SantMartí/67-la Vila Olímpica del Poblenou,8005.0,10,10,Sant Martí
118,"C/ PUJADES,  3",41.39212,2.1874966,6.0,"C/ PUJADES,  3",10-SantMartí/66-el Parc i la Llacuna del Poblenou,8018.0,10,10,Sant Martí
119,"C/ SARDENYA,  178",41.3967169,2.1825085,12.0,"C/ SARDENYA,  178",02-Eixample/05-el Fort Pienc,8013.0,2,02,Eixample
120,"C/ LEPANT,  278",41.4047056,2.1765126,28.0,"C/ LEPANT,  278",02-Eixample/06-la Sagrada Família,8013.0,2,02,Eixample
121,"C/ CASTILLEJOS, 258",41.4064529,2.1785364,28.0,"C/ CASTILLEJOS, 258",02-Eixample/06-la Sagrada Família,8013.0,2,02,Eixample
122,"C/ NÀPOLS, 344",41.4054458,2.1663172,54.0,"C/ NÀPOLS, 344",06-Gràcia/32-el Camp d'en Grassot i Gràcia Nova,8025.0,6,06,Gràcia
123,"C/ PROVENÇA, 317",41.3988184485363,2.16673522491668,34.0,"C/ PROVENÇA, 317",02-Eixample/07-la Dreta de l'Eixample,8037.0,2,02,Eixample
124,C/ NOVA  BOCANA,41.3702483,2.1878126,3.0,C/ NOVA  BOCANA,01-CiutatVella/03-la Barceloneta,8039.0,1,01,Ciutat Vella
125,"PG. MARíTIM, 31 B (ANNEXA A LA 12)",41.3834753,2.194735,7.0," PG. MARíTIM, 31 B (ANNEXA A LA  12)",01-CiutatVella/03-la Barceloneta,8003.0,1,01,Ciutat Vella
126,PG. DE COLOM /VIA LAIETANA,41.380628,2.1822815,4.0,PG. DE COLOM /VIA LAIETANA,01-CiutatVella/02-el Barri Gòtic,8002.0,1,01,Ciutat Vella
127,"C/ ARAGÓ, 659 / NAVAS DE TOLOSA",41.4120681,2.1907524,16.0,"C/ ARAGÓ, 659 /NAVAS DE TOLOSA",10-SantMartí/65-el Clot,8026.0,10,10,Sant Martí
128,"RAMBLA DE GUIPÚSCOA, 43/FLUVIA",41.4158412,2.1959771,10.0,"RAMBLA DE GUIPÚSCOA, 43/FLUVIA",10-SantMartí/72-Sant Martí de Provençals,8020.0,10,10,Sant Martí
129,"C/ MANSO, 46",41.377046,2.16113608,13.0,"C/ MANSO, 46",02-Eixample/10-Sant Antoni,8015.0,2,02,Eixample
130,"RAMBLA DE GUIPÚSCOA, 103 / CANTÀBRIA",41.4200135,2.2016699,8.0,"RAMBLA DE GUIPÚSCOA, 103 /CANTÀBRIA",10-SantMartí/73-la Verneda i la Pau,8020.0,10,10,Sant Martí
131,"RBLA. GUIPÚSCOA, 158",41.42284,2.20603,11.07,"RBLA. GUIPÚSCOA, 158",10-SantMartí/73-la Verneda i la Pau,8020.0,10,10,Sant Martí
132,PL. VALENTÍ ALMIRALL,41.4084796,2.192042,6.0,PL.VALENTÍ ALMIRALL,10-SantMartí/65-el Clot,8018.0,10,10,Sant Martí
133,"GRAN VIA DE LES CORTS CATALANES,  902",41.4075013,2.1930174,6.0,"GRAN VIA DE LES CORTS CATALANES, 902",10-SantMartí/71-Provençals del Poblenou,8018.0,10,10,Sant Martí
134,"C/ BAC DE RODA, 157",41.4113024,2.1987258,6.0,"C/ BAC DE RODA, 157",10-SantMartí/71-Provençals del Poblenou,8018.0,10,10,Sant Martí
135,"GRAN VIA DE LES CORTS CATALANES,  981",41.4120452,2.1972673,8.0,"GRAN VIA DE LES CORTS CATALANES,  981",10-SantMartí/72-Sant Martí de Provençals,8018.0,10,10,Sant Martí
136,"GRAN VIA DE LES CORTS CATALANES,  1062",41.4139298,2.2017955,8.0,"GRAN VIA DE LES CORTS CATALANES,  1062",10-SantMartí/71-Provençals del Poblenou,8020.0,10,10,Sant Martí
